Active,Appropriations,Biennium,BillId,BillNumber,Companions,Companions.Companion.Biennium,Companions.Companion.BillId,Companions.Companion.Status,CurrentStatus.ActionDate,CurrentStatus.AmendedByOppositeBody,CurrentStatus.AmendmentsExist,CurrentStatus.BillId,CurrentStatus.HistoryLine,CurrentStatus.PartialVeto,CurrentStatus.Status,CurrentStatus.Veto,EngrossedVersion,IntroducedDate,LegalTitle,LocalFiscalNote,LongDescription,OriginalAgency,PrimeSponsorID,Request,RequestedByBudgetCommittee,RequestedByDepartment,RequestedByGovernor,RequestedByOther,ShortDescription,ShortLegislationType.LongLegislationType,ShortLegislationType.ShortLegislationType,Sponsor,StateFiscalNote,SubstituteVersion
0,0,2003-04,HB 1054,1054,,,,,2003-03-07,0,0,HB 1054,1st substitute bill substituted.,0,H subst for,0,0,2003-01-14,AN ACT Relating to duty of clergy to report child abuse or neglect;,0,Specifying circumstances under which a clergy must report child abuse or neglect.,House,1570,H-0211.1,0,0,0,0,Child abuse reporting,Bill,B,(Dickerson),0,0
1,0,2003-04,ESHB 1054,1054,,,,,2004-01-12,0,1,ESHB 1054,Referred to Children & Family Services.,0,H Child & Fam,0,1,2003-02-10,AN ACT Relating to duty of clergy to report child abuse or neglect;,0,Specifying circumstances under which a clergy must report child abuse or neglect.  (REVISED FOR ENGROSSED:  Specifying circumstances under which a member of the clergy must report child abuse or neglect.),House,1570,H-1278.2,0,0,0,0,Child abuse reporting,Bill,B,(Dickerson),0,1
1,0,2003-04,HB 1055,1055,,,,,2004-01-12,0,0,HB 1055,"By resolution, reintroduced and retained in present status.",0,H Fish Eco & P,0,0,2003-01-14,AN ACT Relating to body-gripping traps;,0,Allowing for the trapping of moles and rodents.,House,2149,H-0524.2,0,0,0,0,Body-trapping grips,Bill,B,(O'Brien),0,0
0,0,2003-04,HB 1056,1056,,,,,2003-03-06,0,0,HB 1056,1st substitute bill substituted.,0,H subst for,0,0,2003-01-14,AN ACT Relating to notifying home buyers of where information regarding registered sex offenders may be obtained;,0,Notifying home buyers of where information regarding registered sex offenders may be obtained.,House,5157,H-0549.1,0,0,0,0,Sex offender information,Bill,B,"(Simpson, G.)",0,0
1,0,2003-04,ESHB 1056,1056,,,,,2004-01-12,0,1,ESHB 1056,Referred to Financial Institutions & Insurance.,0,H Fin Inst/Ins,0,1,2003-02-13,AN ACT Relating to notifying home buyers of where information regarding registered sex offenders may be obtained;,0,Notifying home buyers of where information regarding registered sex offenders may be obtained.,House,5157,H-1301.2,0,0,0,0,Sex offender information,Bill,B,"(Simpson, G.)",0,1
0,0,2003-04,HB 1057,1057,,2003-04,SB 5163,SPks/Fish/Wil,2003-02-12,0,0,HB 1057,1st substitute bill substituted.,0,H subst for,0,0,2003-01-14,AN ACT Relating to commercial fishing violations;,0,Creating the license suspension review committee.,House,173,H-0412.2,0,0,0,0,Comm fishing violations,Bill,B,(Hatfield),1,0
1,0,2003-04,SHB 1057,1057,,,,,2003-05-20,1,1,SHB 1057,Effective date 5/20/2003.,0,C 386 L 03,0,0,2003-02-06,AN ACT Relating to commercial fishing violations;,0,Creating the license suspension review committee.,House,173,H-1388.1,0,0,0,0,Comm fishing violations,Bill,B,(Hatfield),0,1
0,0,2003-04,HB 1058,1058,,,,,2003-02-12,0,0,HB 1058,1st substitute bill substituted.,0,H subst for,0,0,2003-01-14,AN ACT Relating to educational attainment of children in foster care;,0,Addressing educational attainment for foster children.,House,3487,H-0587.1,0,0,0,0,Foster child education,Bill,B,(Kagi),0,0
1,0,2003-04,SHB 1058,1058,,,,,2003-05-07,1,1,SHB 1058,Effective date 7/27/2003.,0,C 112 L 03,0,0,2003-02-05,AN ACT Relating to educational attainment of children in foster care;,0,Addressing educational attainment for foster children.,House,3487,H-1226.1,0,0,0,0,Foster child education,Bill,B,(Kagi),0,1
0,0,2003-04,HB 1059,1059,,2003-04,SB 5549,SRules X,2003-02-14,0,0,HB 1059,1st substitute bill substituted.,0,H subst for,0,0,2003-01-14,AN ACT Relating to the creation of a joint legislative oversight committee on trade policy;,0,Creating a joint committee on trade policy.,House,661,H-0111.3,0,0,0,0,Trade policy joint comm,Bill,B,(Veloria),0,0
1,0,2003-04,SHB 1059,1059,,,,,2003-10-28,0,0,SHB 1059,"After Legislative lawsuit, partial veto removed and bill fully enacted.",1,C 404 L 03,0,0,2003-02-07,AN ACT Relating to the creation of a joint legislative oversight committee on trade policy;,0,Creating a joint committee on trade policy.,House,661,H-1110.1,0,0,0,0,Trade policy joint comm,Bill,B,(Veloria),0,1
1,0,2003-04,HB 1060,1060,,,,,2004-01-12,0,0,HB 1060,"By resolution, reintroduced and retained in present status.",0,H Higher Educ,0,0,2003-01-14,AN ACT Relating to making related and supplemental educational instruction for apprentices graded courses at community and technical colleges;,0,Making certain apprenticeship courses at community and technical colleges graded courses.,House,661,H-0253.1,0,0,0,0,Apprenticeship courses,Bill,B,(Veloria),1,0
0,0,2003-04,HB 1061,1061,,,,,2003-03-11,0,0,HB 1061,1st substitute bill substituted.,0,H subst for,0,0,2003-01-14,AN ACT Relating to creating associate degree pathways for apprentices;,0,Authorizing associate degree pathways for persons in apprenticeship programs at community and technical colleges.,House,661,H-0252.1,0,0,0,0,Associate deg/apprentices,Bill,B,(Veloria),1,0
1,0,2003-04,SHB 1061,1061,,,,,2003-05-07,1,1,SHB 1061,Effective date 7/27/2003.,0,C 128 L 03,0,0,2003-02-18,AN ACT Relating to creating associate degree pathways for apprentices;,0,Authorizing associate degree pathways for persons in apprenticeship programs at community and technical colleges.,House,661,H-1411.1,0,0,0,0,Associate deg/apprentices,Bill,B,(Veloria),1,1
1,0,2003-04,HB 1062,1062,,,,,2004-01-12,0,0,HB 1062,"By resolution, reintroduced and retained in present status.",0,H State Govt,0,0,2003-01-15,AN ACT Relating to expeditious payment for goods and services provided to the state of Washington;,0,Establishing standards for the expeditious payment of bills incurred by state government.,House,651,H-0242.1,0,0,0,0,Public contract payment,Bill,B,(Romero),1,0
0,1,2003-04,HB 1063,1063,,2003-04,SB 5300,SWays & Means,2003-02-10,0,0,HB 1063,1st substitute bill substituted.,0,H subst for,0,0,2003-01-15,AN ACT Relating to authorization for projects recommended by the public works board;,0,Concerning projects to be funded by loans from the public works assistance account.,House,8208,Z-0300.1,0,0,0,0,Public works projects,Bill,B,(Morrell),0,0
1,1,2003-04,SHB 1063,1063,,,,,2003-04-04,0,0,SHB 1063,Effective date 4/4/2003.,0,C 9 L 03,0,0,2003-01-22,AN ACT Relating to authorization for projects recommended by the public works board;,0,Concerning projects to be funded by loans from the public works assistance account.,House,8208,H-0907.1,0,0,0,0,Public works projects,Bill,B,(Morrell),0,1
1,0,2003-04,HB 1064,1064,,,,,2004-03-11,0,1,HB 1064,"By resolution, returned to House Rules Committee for third reading.",0,H Rules 3C,0,0,2003-01-15,"AN ACT Relating to authorizing the use of signs, banners, or decorations over highways under limited circumstances;",0,"Authorizing the use of signs, banners, or decorations over highways under limited circumstances.",House,2742,H-0021.1,0,0,0,0,Highway signs,Bill,B,(Eickmeyer),0,0
0,0,2003-04,HB 1065,1065,,2003-04,SB 5755,SComm & Trade,2003-03-19,0,0,HB 1065,2nd substitute bill substituted.,0,H subst for,0,0,2003-01-15,AN ACT Relating to apprenticeship utilization requirements on public works projects;,1,Establishing apprenticeship utilization requirements for public works projects.,House,972,H-0374.2,0,0,0,0,Public works apprenticeships,Bill,B,(Conway),1,0
0,0,2003-04,SHB 1065,1065,,,,,2003-03-19,0,0,SHB 1065,2nd substitute bill substituted.,0,H subst for,0,0,2003-02-26,AN ACT Relating to apprenticeship utilization requirements on public works projects;,1,Establishing apprenticeship utilization requirements for public works projects.,House,972,H-1865.3,0,0,0,0,Public works apprenticeships,Bill,B,(Conway),1,1
1,0,2003-04,2SHB 1065,1065,,,,,2004-01-12,0,1,2SHB 1065,Referred to Commerce & Labor.,0,H Commerce/Lab,0,0,2003-03-08,AN ACT Relating to apprenticeship utilization requirements on public works projects;,0,Establishing apprenticeship utilization requirements for public works projects.,House,972,H-2359.1,0,0,0,0,Public works apprenticeships,Bill,B,(Conway),0,2
1,0,2003-04,HB 1066,1066,,,,,2004-01-12,0,0,HB 1066,"By resolution, reintroduced and retained in present status.",0,H Health Care,0,0,2003-01-15,AN ACT Relating to health facility quality assurance and patient protection;,0,Enacting the health facility quality assurance and patient protection act.,House,619,H-0334.1,0,0,0,0,Patient protection act,Bill,B,(Campbell),1,0
1,0,2003-04,HB 1067,1067,,,,,2004-01-12,0,0,HB 1067,"By resolution, reintroduced and retained in present status.",0,H Health Care,0,0,2003-01-15,AN ACT Relating to insurance coverage for neurodevelopmental therapies;,0,Requiring insurance plans to cover neurodevelopmental therapies for individuals age eighteen and under.,House,619,H-0319.1,0,0,0,0,Neurodevelopmental therapy,Bill,B,(Campbell),1,0
1,0,2003-04,HB 1068,1068,,,,,2004-01-14,0,0,HB 1068,"House Rules ""X"" file.",0,H Rules X,0,0,2003-01-15,AN ACT Relating to providing for a public vote on the fluoridation of public water supplies;,0,Requiring a vote on any local ordinance providing for fluoridation.,House,619,H-0298.1,0,0,0,0,Public water fluoridation,Bill,B,(Campbell),0,0
1,0,2003-04,SHB 1068,1068,,,,,2004-01-14,0,0,SHB 1068,"House Rules ""X"" file.",0,H Rules X,0,0,2003-03-04,AN ACT Relating to providing for a public vote on the fluoridation of public water supplies;,0,Requiring a vote on any local ordinance providing for fluoridation.,House,619,H-2294.1,0,0,0,0,Public water fluoridation,Bill,B,(Campbell),0,1
0,0,2003-04,HB 1069,1069,,,,,2003-02-21,0,0,HB 1069,1st substitute bill substituted.,0,H subst for,0,0,2003-01-15,AN ACT Relating to authorizing additional waivers on interest and penalties for delinquent property taxes;,1,Authorizing additional waivers on interest and penalties for delinquent property taxes.,House,3479,H-0137.1,0,0,0,0,Delinquent property taxes,Bill,B,(Pflug),1,0
1,0,2003-04,SHB 1069,1069,,,,,2003-04-10,0,0,SHB 1069,Effective date 7/27/2003.,0,C 12 L 03,0,0,2003-02-11,AN ACT Relating to authorizing a waiver of interest and penalties for property tax bills not sent to the taxpayer due to error by the county;,0,Authorizing a waiver of interest and penalties for property tax bills not sent to the taxpayer due to error by the county.,House,3479,H-1191.1,0,0,0,0,Delinquent property taxes,Bill,B,(Pflug),0,1
1,0,2003-04,HB 1070,1070,,,,,2004-01-12,0,0,HB 1070,"By resolution, reintroduced and retained in present status.",0,H JJ Family,0,0,2003-01-15,AN ACT Relating to changing the age of consent for minors receiving chemical dependency and mental health treatment;,1,Changing the age of consent for minors receiving chemical dependency and mental health treatment.,House,1574,H-0099.1,0,0,0,0,Minors/mental hlth treatment,Bill,B,(Delvin),1,0
1,0,2003-04,HB 1071,1071,,2003-04,SB 5002,SWays & Means,2004-01-12,0,0,HB 1071,"By resolution, reintroduced and retained in present status.",0,H Finance,0,0,2003-01-15,AN ACT Relating to property tax exemptions and deferrals for senior citizens and persons retired for reasons of physical disability;,1,Providing property tax relief for senior citizens and persons retired due to physical disability.,House,2159,H-0288.1,0,0,0,0,Seniors/disabled prpty tax,Bill,B,(Lantz),1,0
1,0,2003-04,HB 1072,1072,,2003-04,SB 5194,SRules X,2004-03-11,0,0,HB 1072,"By resolution, returned to House Rules Committee for third reading.",0,H Rules 3C,0,0,2003-01-15,AN ACT Relating to ethics investigations;,0,Increasing options in ethics investigations.,House,3475,Z-0299.1,0,0,0,0,Ethics investigations,Bill,B,(Haigh),1,0
1,0,2003-04,HB 1073,1073,,,,,2003-05-09,0,0,HB 1073,Effective date 7/27/2003.,0,C 169 L 03,0,0,2003-01-15,AN ACT Relating to collection of property taxes on land subleased for residential and recreational purposes;,1,Modifying the collection of property taxes on land subleased for residential and recreational purposes.,House,3475,H-0132.1,0,0,0,0,Property tax collection,Bill,B,(Haigh),1,0
0,0,2003-04,HB 1074,1074,,,,,2003-03-03,0,0,HB 1074,1st substitute bill substituted.,0,H subst for,0,0,2003-01-15,AN ACT Relating to release of vehicles to vehicle owners in cases involving suspended license vehicle impounds;,0,Allowing release of impounded vehicles to owners.,House,2158,H-0429.1,0,0,0,0,Impounded vehicle release,Bill,B,(Bush),0,0
1,0,2003-04,SHB 1074,1074,,,,,2003-05-09,0,1,SHB 1074,Effective date 7/27/2003.,0,C 177 L 03,0,0,2003-02-20,AN ACT Relating to release of vehicles to vehicle owners in cases involving suspended license vehicle impounds;,0,Allowing release of impounded vehicles to owners.,House,2158,H-1557.1,0,0,0,0,Impounded vehicle release,Bill,B,(Bush),0,1
0,0,2003-04,HB 1075,1075,,,,,2003-02-10,0,0,HB 1075,1st substitute bill substituted.,0,H subst for,0,0,2003-01-15,AN ACT Relating to multiple incompatible amendments to forest tax statutes resulting from 2001 statutory changes;,0,Clarifying 2001 statutory changes made to forest tax statutes.,House,8317,H-0625.1,0,0,0,0,Forest tax statutes,Bill,B,(Blake),0,0
1,0,2003-04,SHB 1075,1075,,,,,2003-05-09,0,0,SHB 1075,Effective date 7/27/2003.,0,C 170 L 03,0,0,2003-01-28,AN ACT Relating to multiple incompatible amendments to forest tax statutes resulting from 2001 statutory changes;,0,Clarifying 2001 statutory changes made to forest tax statutes.,House,8317,H-1139.1,0,0,0,0,Forest tax statutes,Bill,B,(Blake),0,1
0,0,2003-04,HB 1076,1076,,,,,2003-02-26,0,0,HB 1076,1st substitute bill substituted.,0,H subst for,0,0,2003-01-15,AN ACT Relating to attempting to elude a pursuing police vehicle;,1,Revising provisions relating to attempting to elude a pursuing police vehicle.,House,3476,H-0238.1,0,0,0,0,Eluding a police vehicle,Bill,B,(Lovick),1,0
1,0,2003-04,ESHB 1076,1076,,,,,2003-05-07,1,1,ESHB 1076,Effective date 7/27/2003.,0,C 101 L 03,0,1,2003-02-07,AN ACT Relating to attempting to elude a pursuing police vehicle;,1,Revising provisions relating to attempting to elude a pursuing police vehicle.,House,3476,H-1444.1,0,0,0,0,Eluding a police vehicle,Bill,B,(Lovick),1,1
1,0,2003-04,HB 1077,1077,,,,,2004-01-12,0,0,HB 1077,"By resolution, reintroduced and retained in present status.",0,H Trans,0,0,2003-01-15,AN ACT Relating to carrying persons or animals in pickup truck beds;,0,Regulating carrying animals or persons in pickup beds.,House,3476,H-0268.1,0,0,0,0,Pickup truck bed passengers,Bill,B,(Lovick),1,0
1,0,2003-04,HB 1078,1078,,,,,2004-01-12,0,0,HB 1078,"By resolution, reintroduced and retained in present status.",0,H Finance,0,0,2003-01-15,AN ACT Relating to authorizing additional county sales and use tax authority;,1,Authorizing additional county sales and use tax authority.,House,2742,H-0463.1,0,0,0,0,County sales & use tax,Bill,B,(Eickmeyer),1,0
1,0,2003-04,EHB 1079,1079,,,,,2003-05-07,1,1,EHB 1079,Effective date 7/1/2003.,1,C 95 L 03,0,1,2003-01-15,AN ACT Relating to resident tuition at institutions of higher education;,0,Expanding the definition of resident student for higher education purposes.,House,2314,H-0112.1,0,0,0,0,Higher ed student residency,Bill,B,(Kenney),1,0
1,0,2003-04,HB 1080,1080,,,,,2004-01-12,0,0,HB 1080,"By resolution, reintroduced and retained in present status.",0,H Trans,0,0,2003-01-15,AN ACT Relating to motorcycle equipment;,0,Revising motorcycle equipment laws.,House,1574,H-0287.1,0,0,0,0,Motorcycle equipment,Bill,B,(Delvin),1,0
0,0,2003-04,HB 1081,1081,,2003-04,SB 5118,SWays & Means,2003-03-13,0,0,HB 1081,1st substitute bill substituted.,0,H subst for,0,0,2003-01-15,AN ACT Relating to the mortgage lending fraud prosecution account;,1,"Providing funds to deter, investigate, and prosecute real estate fraud crimes.",House,8222,H-0392.1,0,0,0,0,Mortgage lending fraud,Bill,B,(Hunter),1,0
1,0,2003-04,SHB 1081,1081,,,,,2003-05-14,1,1,SHB 1081,Effective date 7/27/2003.,0,C 289 L 03,0,0,2003-02-11,AN ACT Relating to the mortgage lending fraud prosecution account;,1,Providing funds to investigate and prosecute mortgage lending fraud.,House,8222,H-1443.1,0,0,0,0,Mortgage lending fraud,Bill,B,(Hunter),1,1
1,0,2003-04,HB 1082,1082,,,,,2004-01-12,0,0,HB 1082,"By resolution, reintroduced and retained in present status.",0,H Approp,0,0,2003-01-15,AN ACT Relating to housing allowances for nonsupervisory K-12 employees;,1,Creating a housing allowance program for nonsupervisory educational employees.,House,3482,H-0540.1,0,0,0,0,Sch emply housing allowance,Bill,B,(Ruderman),1,0
1,0,2003-04,SHB 1082,1082,,,,,2004-01-12,0,0,SHB 1082,"By resolution, reintroduced and retained in present status.",0,H Approp,0,0,2003-02-19,AN ACT Relating to housing allowances for nonsupervisory K-12 employees;,0,Creating a housing allowance program for nonsupervisory educational employees.,House,3482,H-1840.1,0,0,0,0,Sch emply housing allowance,Bill,B,(Ruderman),0,1
1,0,2003-04,HB 1083,1083,,2003-04,SB 5146,SRules X,2003-05-12,0,0,HB 1083,Effective date 7/27/2003.,0,C 248 L 03,0,0,2003-01-15,"AN ACT Relating to making clarifying, nonsubstantive amendments to and correcting outdated references in the insurance code;",0,"Making clarifying, nonsubstantive amendments to and correcting outdated references in the insurance code.",House,5157,Z-0202.3,0,0,0,1,Insurance code,Bill,B,"(Simpson, G.)",0,0
1,0,2003-04,HB 1084,1084,,2003-04,SB 5147,SRules X,2003-05-07,0,0,HB 1084,Effective date 7/27/2003.,0,C 115 L 03,0,0,2003-01-15,AN ACT Relating to regulating automobile insurance;,0,Regulating automobile insurance.,House,8222,Z-0204.3,0,0,0,1,Automobile insurance,Bill,B,(Hunter),0,0
0,0,2003-04,HB 1085,1085,,2003-04,SB 5148,Ssubst for,2003-03-18,0,0,HB 1085,1st substitute bill substituted.,0,H subst for,0,0,2003-01-15,AN ACT Relating to providing confidentiality to certain insurance commissioner examinations;,0,Providing confidentiality to certain insurance commissioner examinations.,House,3484,Z-0284.1,0,0,0,1,Insurance commissioner exams,Bill,B,(Schual-Berke),0,0
1,0,2003-04,SHB 1085,1085,,,,,2004-01-12,0,1,SHB 1085,Referred to Financial Institutions & Insurance.,0,H Fin Inst/Ins,0,0,2003-03-05,AN ACT Relating to providing confidentiality to certain insurance commissioner examinations;,0,Providing confidentiality to certain insurance commissioner examinations.,House,3484,H-2241.1,0,0,0,1,Insurance commissioner exams,Bill,B,(Schual-Berke),0,1
0,0,2003-04,HB 1086,1086,,,,,2003-02-24,0,0,HB 1086,1st substitute bill substituted.,0,H subst for,0,0,2003-01-15,AN ACT Relating to moving permits for owners of mobile home parks;,1,Moving mobile homes by mobile home park owners.,House,2144,H-0209.1,0,0,0,0,Mobile home moving permits,Bill,B,(Morris),1,0
