Active,Appropriations,Biennium,BillId,BillNumber,Companions,Companions.Companion.Biennium,Companions.Companion.BillId,Companions.Companion.Status,CurrentStatus.ActionDate,CurrentStatus.AmendedByOppositeBody,CurrentStatus.AmendmentsExist,CurrentStatus.BillId,CurrentStatus.HistoryLine,CurrentStatus.PartialVeto,CurrentStatus.Status,CurrentStatus.Veto,EngrossedVersion,IntroducedDate,LegalTitle,LocalFiscalNote,LongDescription,OriginalAgency,PrimeSponsorID,Request,RequestedByBudgetCommittee,RequestedByDepartment,RequestedByGovernor,RequestedByOther,ShortDescription,ShortLegislationType.LongLegislationType,ShortLegislationType.ShortLegislationType,Sponsor,StateFiscalNote,SubstituteVersion
0,0,2011-12,HB 1055,1055,,2011-12,SB 5066,SRules X,2011-03-05,0,0,HB 1055,1st substitute bill substituted.,0,H subst for,0,0,2011-01-10,AN ACT Relating to streamlining contractor appeals;,0,Regarding the streamlining of contractor appeals.,House,8215,Z-0099.4,0,1,0,0,Contractor appeals,Bill,B,(Hudgins),1,0
1,0,2011-12,ESHB 1055,1055,,,,,2011-04-11,0,1,ESHB 1055,Effective date 7/22/2011.,0,C 15 L 11,0,1,2011-01-19,AN ACT Relating to streamlining contractor appeals;,0,Regarding the streamlining of contractor appeals.,House,8215,H-1037.1,0,1,0,0,Contractor appeals,Bill,B,(Hudgins),1,1
1,0,2011-12,HB 1056,1056,,2011-12,SB 5067,Ssubst for,2012-04-11,0,0,HB 1056,"By resolution, reintroduced and retained in present status.",0,H Labor/Work Dev,0,0,2011-01-10,AN ACT Relating to changing the department of labor and industries certified and registered mail requirements;,0,Changing the department of labor and industries certified and registered mail requirements.,House,8215,Z-0154.3,0,1,0,0,L & I mail requirements,Bill,B,(Hudgins),1,0
0,0,2011-12,HB 1057,1057,,2011-12,SB 5069,Ssubst for,2011-03-03,0,0,HB 1057,1st substitute bill substituted.,0,H subst for,0,0,2011-01-10,AN ACT Relating to the creation of the farm labor account;,0,Creating the farm labor account.,House,8215,Z-0137.3,0,1,0,0,Farm labor account,Bill,B,(Hudgins),1,0
1,0,2011-12,SHB 1057,1057,,,,,2012-03-29,1,1,SHB 1057,Effective date 6/7/2012.,0,C 158 L 12,0,0,2011-01-19,AN ACT Relating to the creation of the farm labor account;,0,Creating the farm labor contractor account.,House,8215,H-1034.1,0,1,0,0,Farm labor contractor acct,Bill,B,(Hudgins),0,1
1,0,2011-12,HB 1058,1058,,2011-12,SB 5070,Ssubst for,2012-04-11,0,0,HB 1058,"By resolution, reintroduced and retained in present status.",0,H Labor/Work Dev,0,0,2011-01-10,AN ACT Relating to prevailing wage records requests;,0,Regarding records requests relating to prevailing wage investigations.,House,8215,Z-0136.3,0,1,0,0,Prevailing wage records,Bill,B,(Hudgins),1,0
1,0,2011-12,SHB 1058,1058,,,,,2012-04-11,0,0,SHB 1058,"By resolution, reintroduced and retained in present status.",0,H Labor/Work Dev,0,0,2011-01-19,AN ACT Relating to prevailing wage records requests;,0,Regarding records requests relating to prevailing wage investigations.,House,8215,H-1036.1,0,1,0,0,Prevailing wage records,Bill,B,(Hudgins),0,1
1,0,2011-12,HB 1059,1059,,,,,2012-04-11,0,0,HB 1059,"By resolution, reintroduced and retained in present status.",0,H Labor/Work Dev,0,0,2011-01-10,AN ACT Relating to conforming with federal labor standards for apprenticeship programs;,0,Concerning the conforming of apprenticeship program standards to federal labor standards.,House,8215,Z-0152.2,0,1,0,0,Apprenticeship standards,Bill,B,(Hudgins),1,0
1,0,2011-12,SHB 1059,1059,,,,,2012-04-11,0,0,SHB 1059,"By resolution, reintroduced and retained in present status.",0,H Labor/Work Dev,0,0,2011-02-16,AN ACT Relating to conforming with federal labor standards for apprenticeship programs;,0,Concerning the conforming of apprenticeship program standards to federal labor standards.,House,8215,H-1845.1,0,1,0,0,Apprenticeship standards,Bill,B,(Hudgins),0,1
1,0,2011-12,HB 1060,1060,,,,,2012-04-11,0,0,HB 1060,"By resolution, reintroduced and retained in present status.",0,H Ways & Means,0,0,2011-01-10,AN ACT Relating to contiguous land under current use open space property tax programs;,0,Concerning contiguous land under current use open space property tax programs.,House,3469,H-0527.1,0,0,0,0,Contiguous land/property tax,Bill,B,(Chandler),0,0
0,0,2011-12,HB 1061,1061,,2011-12,SB 5286,SRules X,2011-02-22,0,0,HB 1061,1st substitute bill substituted.,0,H subst for,0,0,2011-01-10,AN ACT Relating to on-site wastewater treatment systems designer licensing;,0,Concerning on-site wastewater treatment systems designer licensing.,House,10021,H-0254.1,0,0,0,0,Wastewater system designers,Bill,B,(Green),1,0
1,0,2011-12,SHB 1061,1061,,,,,2011-05-05,0,0,SHB 1061,Effective date 7/22/2011.,0,C 256 L 11,0,0,2011-02-01,AN ACT Relating to on-site wastewater treatment systems designer licensing;,0,Concerning on-site wastewater treatment systems designer licensing.,House,10021,H-1368.1,0,0,0,0,Wastewater system designers,Bill,B,(Green),0,1
1,0,2011-12,HB 1062,1062,,,,,2012-04-11,0,0,HB 1062,"By resolution, reintroduced and retained in present status.",0,H Gen Gov Apps,0,0,2011-01-10,"AN ACT Relating to athletics, limited to boxing, martial arts, and wrestling that are regulated by the department of licensing;",1,"Concerning athletics, limited to boxing, martial arts, and wrestling that are regulated by the department of licensing.",House,10021,H-0162.5,0,0,0,0,"Boxing, mar. arts, wrestling",Bill,B,(Green),1,0
1,0,2011-12,SHB 1062,1062,,,,,2012-04-11,0,0,SHB 1062,"By resolution, reintroduced and retained in present status.",0,H Gen Gov Apps,0,0,2011-02-17,"AN ACT Relating to athletics, limited to boxing, martial arts, and wrestling that are regulated by the department of licensing;",1,"Concerning athletics, limited to boxing, martial arts, and wrestling that are regulated by the department of licensing.",House,10021,H-1832.1,0,0,0,0,"Boxing, mar. arts, wrestling",Bill,B,(Green),1,1
1,0,2011-12,HB 1063,1063,,,,,2012-04-11,0,0,HB 1063,"By resolution, reintroduced and retained in present status.",0,H Pub Safety,0,0,2011-01-10,AN ACT Relating to providing juveniles sentenced as adults to life without the possibility of parole with meaningful periodic sentencing reviews to be conducted by the indeterminate sentencing review board;,0,Providing juveniles sentenced as adults to life without the possibility of parole with the possibility of parole by the indeterminate sentencing review board.,House,10031,H-0429.1,0,0,0,0,"Juveniles, life w/out parole",Bill,B,(Appleton),0,0
1,0,2011-12,HB 1064,1064,,,,,2012-04-11,0,0,HB 1064,"By resolution, reintroduced and retained in present status.",0,H Judiciary,0,0,2011-01-10,AN ACT Relating to school truancy;,0,Changing school truancy provisions.,House,10031,H-0379.1,0,0,0,0,School truancy,Bill,B,(Appleton),0,0
1,0,2011-12,HB 1065,1065,,,,,2012-04-11,0,0,HB 1065,"By resolution, reintroduced and retained in present status.",0,H SGTribalAff,0,0,2011-01-10,AN ACT Relating to the identification and review of new programs;,0,Identifying and reviewing new programs.,House,8238,H-0250.1,0,0,0,0,New programs,Bill,B,(Bailey),1,0
1,0,2011-12,HB 1066,1066,,,,,2012-04-11,0,0,HB 1066,"By resolution, reintroduced and retained in present status.",0,H Judiciary,0,0,2011-01-10,AN ACT Relating to the regulation of black powder;,0,Changing regulations concerning black powder.,House,8238,H-0112.2,0,0,0,0,Black powder,Bill,B,(Bailey),0,0
1,0,2011-12,HB 1067,1067,,,,,2012-04-11,0,0,HB 1067,"By resolution, reintroduced and retained in present status.",0,H Ways & Means,0,0,2011-01-10,AN ACT Relating to fiscal notes;,0,Addressing fiscal notes.,House,8238,H-0185.1,0,0,0,0,Fiscal notes,Bill,B,(Bailey),0,0
1,0,2011-12,HB 1068,1068,,,,,2012-04-11,0,0,HB 1068,"By resolution, reintroduced and retained in present status.",0,H SGTribalAff,0,0,2011-01-10,AN ACT Relating to the governor's signature on significant legislative rules;,0,Requiring the governor's signature on significant legislative rules.,House,8238,H-0107.1,0,0,0,0,Governor's signature/rules,Bill,B,(Bailey),0,0
1,0,2011-12,HB 1069,1069,,,,,2011-04-11,0,0,HB 1069,Effective date 7/22/2011.,0,C 16 L 11,0,0,2011-01-10,AN ACT Relating to the disposition of unclaimed remains;,0,Regarding the disposition of unclaimed remains.,House,2157,H-0077.1,0,0,0,0,Unclaimed remains,Bill,B,(Alexander),0,0
1,0,2011-12,HB 1070,1070,,2011-12,SB 5571,SRules X,2012-04-11,0,0,HB 1070,"By resolution, reintroduced and retained in present status.",0,H Environment,0,0,2011-01-10,AN ACT Relating to the permitting of anaerobic digestion under the clean air act;,1,"Regarding the permitting of anaerobic digestion under chapter 70.94 RCW, the clean air act.",House,8238,H-0111.2,0,0,0,0,Anaerobic digestion,Bill,B,(Bailey),1,0
0,0,2011-12,HB 1071,1071,,,,,2011-02-28,0,0,HB 1071,1st substitute bill substituted.,0,H subst for,0,0,2011-01-10,AN ACT Relating to creating a complete streets grant program;,1,Creating a complete streets grant program.,House,8212,H-0462.1,0,0,0,0,Complete streets grant prog.,Bill,B,(Moeller),1,0
1,0,2011-12,ESHB 1071,1071,,,,,2011-05-05,1,1,ESHB 1071,Effective date 7/22/2011.,0,C 257 L 11,0,1,2011-01-27,AN ACT Relating to creating a complete streets grant program;,0,Creating a complete streets grant program.,House,8212,H-1133.1,0,0,0,0,Complete streets grant prog.,Bill,B,(Moeller),0,1
1,0,2011-12,HB 1072,1072,,,,,2012-04-11,0,0,HB 1072,"By resolution, reintroduced and retained in present status.",0,H Erly Lrn/H Svc,0,0,2011-01-10,AN ACT Relating to the assessment and treatment for chemical dependency;,0,Concerning the assessment and treatment for chemical dependency.,House,8212,H-0493.1,0,0,0,0,Chemical dependency,Bill,B,(Moeller),1,0
0,0,2011-12,HB 1073,1073,,2011-12,SB 5190,Ssubst for,2012-01-30,0,0,HB 1073,1st substitute bill substituted.,0,H subst for,0,0,2011-01-10,"AN ACT Relating to the disposition of remains of persons who died while serving on active duty in any branch of the United States armed forces, United States reserve forces, or national guard;",0,"Authorizing persons designated by the decedent to direct disposition, if the decedent died while serving on active duty in any branch of the United States armed forces, United States reserve forces, or national guard.",House,12001,H-0353.1,0,0,0,0,Disposition of remains,Bill,B,(Kelley),0,0
1,0,2011-12,SHB 1073,1073,,,,,2012-03-07,0,0,SHB 1073,Effective date 6/7/2012.,0,C 5 L 12,0,0,2012-01-12,"AN ACT Relating to the disposition of remains of persons who died while serving on active duty in any branch of the United States armed forces, United States reserve forces, or national guard;",0,"Authorizing persons designated by the decedent to direct disposition, if the decedent died while serving on active duty in any branch of the United States armed forces, United States reserve forces, or national guard.",House,12001,H-3326.1,0,0,0,0,Disposition of remains,Bill,B,(Kelley),0,1
1,0,2011-12,HB 1074,1074,,2011-12,SB 5032,SRules X,2011-04-20,0,0,HB 1074,Effective date 7/22/2011.,0,C 124 L 11,0,0,2011-01-10,AN ACT Relating to the membership of metropolitan water pollution abatement advisory committees;,0,Changing qualifications for appointees to metropolitan water pollution abatement advisory committees.,House,10249,H-0314.1,0,0,0,0,Water pollution committees,Bill,B,(Takko),0,0
1,0,2011-12,HB 1075,1075,,2011-12,SB 5033,C 90 L 11,2012-04-11,0,0,HB 1075,"By resolution, reintroduced and retained in present status.",0,H Local Govt,0,0,2011-01-10,AN ACT Relating to the sale of water-sewer district real property;,0,Concerning the sale of water-sewer district real property.,House,10249,H-0315.1,0,0,0,0,Water-sewer districts,Bill,B,(Takko),0,0
1,0,2011-12,HB 1076,1076,,2011-12,SB 5018,Ssubst for,2012-04-11,0,0,HB 1076,"By resolution, reintroduced and retained in present status.",0,H HC/Wellness,0,0,2011-01-10,AN ACT Relating to wound care management in occupational therapy;,0,Including wound care management in occupational therapy.,House,8212,H-0142.1,0,0,0,0,Occupational therapy/wounds,Bill,B,(Moeller),1,0
1,0,2011-12,SHB 1076,1076,,,,,2012-04-11,0,0,SHB 1076,"By resolution, reintroduced and retained in present status.",0,H HC/Wellness,0,0,2011-01-31,AN ACT Relating to wound care management in occupational therapy;,0,Including wound care management in occupational therapy.,House,8212,H-1343.1,0,0,0,0,Occupational therapy/wounds,Bill,B,(Moeller),0,1
1,0,2011-12,HB 1077,1077,,,,,2012-04-11,0,0,HB 1077,"By resolution, reintroduced and retained in present status.",0,H Ways & Means,0,0,2011-01-10,AN ACT Relating to phasing-out the business and occupation tax rate for on-site property managers;,1,Phasing-out the business and occupation tax rate for on-site property managers.,House,12001,H-0139.1,0,0,0,0,On-site property mgrs/B&O,Bill,B,(Kelley),1,0
0,0,2011-12,HB 1078,1078,,2011-12,SB 5035,C 168 L 11,2011-02-07,0,0,HB 1078,Committee recommendations adopted and the 1st substitute bill substituted.,0,H subst for,0,0,2011-01-10,AN ACT Relating to the manufactured/mobile home landlord-tenant act;,0,Requiring landlords to provide tenants with written receipts upon request under the manufactured/mobile home landlord-tenant act.,House,11999,H-0130.1,0,0,0,0,Manu & mobile home landlords,Bill,B,(Goodman),0,0
1,0,2011-12,SHB 1078,1078,,,,,2012-04-11,0,1,SHB 1078,"By resolution, reintroduced and retained in present status.",0,H Judiciary,0,0,2011-01-20,AN ACT Relating to the manufactured/mobile home landlord-tenant act;,0,Requiring landlords to provide tenants with written receipts upon request under the manufactured/mobile home landlord-tenant act.,House,11999,H-1065.1,0,0,0,0,Manu & mobile home landlords,Bill,B,(Goodman),0,1
1,0,2011-12,HB 1079,1079,,2011-12,SB 5124,Ssubst for,2012-04-11,0,1,HB 1079,"By resolution, reintroduced and retained in present status.",0,H SGTribalAff,0,0,2011-01-10,AN ACT Relating to elections by mail;,1,Modifying elections by mail provisions.,House,5155,Z-0209.3,0,1,0,0,Elections by mail,Bill,B,(Hunt),1,0
1,0,2011-12,SHB 1079,1079,,,,,2012-04-11,0,1,SHB 1079,"By resolution, reintroduced and retained in present status.",0,H SGTribalAff,0,0,2011-01-31,AN ACT Relating to elections by mail;,0,Modifying elections by mail provisions.,House,5155,H-1164.2,0,1,0,0,Elections by mail,Bill,B,(Hunt),0,1
1,0,2011-12,HB 1080,1080,,2011-12,SB 5171,Ssubst for,2012-04-11,0,0,HB 1080,"By resolution, reintroduced and retained in present status.",0,H SGTribalAff,0,0,2011-01-10,AN ACT Relating to facilitating voting for service and overseas voters;,1,Facilitating voting for service and overseas voters.,House,3486,Z-0341.1,0,1,0,0,Service and overseas voters,Bill,B,(Hurst),1,0
1,0,2011-12,SHB 1080,1080,,,,,2012-04-11,0,1,SHB 1080,"By resolution, reintroduced and retained in present status.",0,H SGTribalAff,0,0,2011-02-17,AN ACT Relating to facilitating voting for service and overseas voters;,0,Facilitating voting for service and overseas voters.,House,3486,H-1754.1,0,1,0,0,Service and overseas voters,Bill,B,(Hurst),0,1
0,0,2011-12,HB 1081,1081,,2011-12,SB 5228,SRules X,2011-03-02,0,0,HB 1081,1st substitute bill substituted.,0,H subst for,0,0,2011-01-10,AN ACT Relating to small facility siting;,1,Regarding the siting of small alternative energy resource facilities.,House,2144,H-0501.1,0,0,0,0,Small alt energy facilities,Bill,B,(Morris),1,0
1,0,2011-12,SHB 1081,1081,,,,,2012-03-08,0,1,SHB 1081,"By resolution, returned to House Rules Committee for third reading.",0,H Rules 3C,0,0,2011-02-01,AN ACT Relating to small facility siting;,1,Regarding the siting of small alternative energy resource facilities.,House,2144,H-1316.1,0,0,0,0,Small alt energy facilities,Bill,B,(Morris),1,1
1,0,2011-12,HB 1082,1082,,,,,2012-04-11,0,0,HB 1082,"By resolution, reintroduced and retained in present status.",0,H Ways & Means,0,0,2011-01-10,AN ACT Relating to local governments and state agencies providing assistance to citizens prior to issuing penalties for violating certain laws;,1,Concerning violations of the shoreline management act and the growth management act.,House,8238,H-0307.3,0,0,0,0,Shoreline & growth mgmt acts,Bill,B,(Bailey),1,0
1,0,2011-12,SHB 1082,1082,,,,,2012-04-11,0,0,SHB 1082,"By resolution, reintroduced and retained in present status.",0,H Ways & Means,0,0,2011-02-16,AN ACT Relating to local governments and state agencies providing assistance to citizens prior to issuing penalties for violating certain laws;,0,Concerning violations of the shoreline management act and the growth management act.,House,8238,H-1862.1,0,0,0,0,Shoreline & growth mgmt acts,Bill,B,(Bailey),0,1
1,0,2011-12,HB 1083,1083,,,,,2012-04-11,0,0,HB 1083,"By resolution, reintroduced and retained in present status.",0,H Ways & Means,0,0,2011-01-10,AN ACT Relating to postretirement employment of members of the Washington state retirement systems;,0,Addressing postretirement employment of members of the Washington state retirement systems.,House,8238,H-0239.1,0,0,0,0,Postretirement employment,Bill,B,(Bailey),1,0
